0,695.51199243,935.426945151,547.79765949,814.458041482,860.632320811,20.7360831601,285.789009637,907.957232369,315.122895351,374.67129824,546.76196412,1008.6058274,144.720205191,33.977003648,187.83214481,630.507890535,628.147432533,1021.87313116,969.448442785,718.351545977,681.706610757,682.630689542,621.47459548,561.306982437,965.675072933,1021.4898223,576.454088113,491.405214429,940.813313101,418.538459345,977.993688349,311.901848147,946.109548929,980.303288775,985.120549173,853.497233706,107.576166693,160.373682943,880.827624896,976.596011047,93.6148003479,1069.48057048,241.935250294,980.32393983,288.145440297,969.637846224,0.00970588805678,1007.42578558,436.655763677,1098.08272714,1533.65972062
695.51199243,0,267.798580367,1159.36726223,153.784346067,155.034101963,761.631542928,970.363057499,199.273868805,1039.40391363,1068.26490395,345.069632146,347.482612958,367.748305431,634.234886088,923.928904576,98.9762456368,1335.72955148,607.335064332,584.787587155,582.98933397,565.050568264,549.271172918,541.642396779,456.008934491,394.434471492,412.220237385,380.963045394,422.444771807,296.512127699,403.100540819,301.404953007,395.314212986,252.860639711,274.655068732,276.422574065,146.55421987,611.806511506,535.501140032,173.584870232,272.622786141,818.935886285,365.902281778,977.156956592,277.254436226,1026.6094393,262.94037085,732.448510272,325.876565752,1111.33605753,1709.73161906,1893.51687226
935.426945151,267.798580367,0,1436.67590386,7.90422787109,49.321382177,1004.10709921,1233.78725542,85.2303415212,1293.2677108,1331.61915538,626.33238471,49.0457246274,544.553296242,854.600217855,1157.51326279,178.967527369,1598.00913603,396.884318131,406.409256464,547.393521154,560.906378872,537.856560594,543.621538812,506.883203527,122.982314341,116.53300353,448.996294921,522.415339296,1.86240856889,536.422354508,32.7469091813,560.813124749,58.5253105925,118.504441601,158.883129772,138.463994063,832.577022223,757.600626505,184.455587091,225.89149467,1050.75205272,275.764152214,1208.22804883,235.344241137,1260.37628279,188.153539457,977.163490057,309.885471731,1379.2232081,1990.81518242,2171.74743163
547.79765949,1159.36726223,1436.67590386,0,1313.72933345,1328.64316276,466.418234831,217.438870003,1362.73533502,270.204923314,122.380748261,858.455455828,1515.94183643,736.265491053,529.549633024,461.883313991,1035.00982345,262.436539268,1602.51785353,1550.83501236,1310.86208463,1274.1293825,1274.83344835,1214.2162974,1152.02483304,1509.0879196,1553.4467432,1158.98265418,1077.73059106,1454.35191001,1002.84314871,1474.57010166,895.304082259,1428.72298354,1444.87731532,1433.42296691,1314.04269425,700.31915956,741.305594022,1326.46441559,1406.06233645,540.162801721,1489.82590237,492.818284382,1404.22234983,467.060189553,1406.09059587,520.067302837,1398.07682917,121.006944579,532.363877544,1014.21229416
814.458041482,153.784346067,7.90422787109,1313.72933345,0,40.8275397481,882.874679997,1110.50611042,86.4705443389,1170.84648251,1208.36599366,516.180028372,37.0926767821,431.46556668,736.889370268,1038.07498508,118.409625182,1474.89307574,239.428497129,242.218291933,394.049002265,417.491342867,391.788854332,402.856834471,382.141194344,0.931520459626,0.0433258357008,334.3807475,413.123926593,0.0271878859093,431.142034501,52.0917974769,448.712233491,63.552923751,123.86875171,162.518565774,90.86949578,714.69695397,639.087986463,155.647345916,227.225476461,931.435811682,281.25656424,1089.36425245,235.808856143,1141.06772512,191.05817381,855.555099459,311.404408632,1255.79473032,1868.64801183,2064.58758281
860.632320811,155.034101963,49.321382177,1328.64316276,40.8275397481,0,927.57730609,1140.57320741,2.9396620616,1208.35100577,1238.50344866,493.020238124,120.778484221,505.370781615,793.064982655,1087.97116648,26.9306509592,1505.96385886,481.215774913,482.382194959,589.806563112,589.306513423,568.814898822,569.4880974,515.37341735,214.953637086,211.237015631,448.776097366,514.035740238,93.7379727293,513.633755164,71.5921666117,524.325102883,26.8103678801,54.8997875535,70.9252310001,0.0336303531553,770.670323389,694.269416013,29.2565747699,110.55496624,982.208290678,190.905056971,1140.62336353,117.221035822,1190.90970824,90.511179474,898.847240231,190.694178525,1281.78355943,1876.94148185,2028.16156221
20.7360831601,761.631542928,1004.10709921,466.418234831,882.874679997,927.57730609,0,198.494317253,974.21234818,219.304108566,282.828181198,594.614399439,1077.64247855,209.272160035,24.3188964905,118.01994857,691.835622136,532.612105094,1087.67387904,1035.15494584,779.075749164,742.664319019,743.962189874,680.97603544,624.23524041,1034.82370935,1090.76289977,641.795431765,556.546264753,1009.85773462,484.745587966,1046.56045267,378.9268465,1014.03345745,1047.36389023,1051.21912076,920.31012985,169.993333646,229.010601615,946.369077064,1041.39694755,57.1965321118,1134.01470744,169.23071827,1044.96151634,209.644033665,1034.93405621,0.981742990487,1069.71410109,346.820537026,1009.93530694,1465.62257069
285.789009637,970.363057499,1233.78725542,217.438870003,1110.50611042,1140.57320741,198.494317253,0,1181.37075704,99.0514887965,58.7427636968,711.63378975,1310.90297868,477.917059329,259.381165523,215.064195017,871.318996885,325.114170011,1354.45409676,1302.12228407,1049.66507763,1013.25140542,1014.52103815,951.431823387,894.256384279,1284.67010935,1335.71072632,909.482806607,824.53025453,1245.42304653,751.197084717,1274.3601578,644.011000623,1234.91830221,1259.96352675,1256.10870004,1130.15177233,439.781168579,490.560513316,1148.80267612,1235.74759896,270.18867214,1324.04830165,248.052117346,1237.85603833,242.732453925,1233.6954121,259.99849376,1242.21609901,101.482377263,759.316195547,1236.16267189
907.957232369,199.273868805,85.2303415212,1362.73533502,86.4705443389,2.9396620616,974.21234818,1181.37075704,0,1251.87237898,1279.14536492,514.787541432,120.528265635,562.398988482,843.810719047,1136.13140625,21.5592927002,1546.54090464,523.030475416,529.30886004,647.014635468,648.857973868,628.168953846,629.31954352,576.440575192,250.276153053,238.326151136,509.949849017,575.445721839,128.236324282,576.040455589,72.5705511759,583.324553864,0.0110771152909,0.0355304727811,0.0110762812473,40.91049057,821.397238438,744.961439761,27.3018106574,21.3960705472,1030.84875594,95.1032410005,1189.17798815,29.9930443899,1238.90373225,0.032402937289,945.048478536,105.935165319,1320.67993277,1907.27182389,2039.35509352
315.122895351,1039.40391363,1293.2677108,270.204923314,1170.84648251,1208.35100577,219.304108566,99.0514887965,1251.87237898,0,53.8804474736,815.55553265,1368.62800323,502.813747907,253.910744635,150.1554607,953.021021804,270.633812729,1379.29248707,1326.65664455,1059.50780915,1023.47062094,1026.14051555,959.213941002,910.396219511,1330.3379511,1385.36034309,933.474758466,848.213537268,1301.3896594,778.263253007,1334.98793574,673.715852412,1299.14730862,1328.26787475,1327.81097843,1199.81945789,462.420381257,524.90231888,1221.18158409,1312.52178843,252.878095694,1403.45576666,179.870105325,1315.38369885,158.072209169,1308.17473289,290.942930347,1329.81012542,122.324433807,766.86206723,1308.79009877
374.67129824,1068.26490395,1331.61915538,122.380748261,1208.36599366,1238.50344866,282.828181198,58.7427636968,1279.14536492,53.8804474736,0,802.487258264,1408.63198875,566.9214881,332.203724395,245.222511042,968.369666133,208.576684113,1445.15387783,1392.68152682,1134.28045482,1097.98937442,1099.883551,1034.978276,981.526270495,1380.81904497,1432.57180294,999.429828386,914.222621676,1342.99234073,841.8997823,1372.25543285,735.308746307,1332.89964864,1357.8590161,1353.76708842,1227.99211224,527.744889308,582.748107544,1246.42170158,1334.42722524,336.948054227,1422.7053773,275.441960464,1336.76798934,251.063131785,1331.65833142,349.244314128,1337.75134996,0.0352735625042,639.536471116,1156.34863675
546.76196412,345.069632146,626.33238471,858.455455828,516.180028372,493.020238124,594.614399439,711.63378975,514.787541432,815.55553265,802.487258264,0,704.079280705,416.662790677,549.280386244,761.798445601,174.564536823,1076.27825179,944.665005305,911.748899839,820.453236774,790.61937259,781.796147686,755.811312198,659.902151441,755.013404031,774.620527902,599.436633463,589.629448472,658.306146885,535.416937358,654.55313255,487.840671939,598.81480018,598.663949394,577.515357013,471.912366285,534.458529647,477.369582887,473.823788918,542.532719923,673.762064049,621.570473217,814.629142814,536.439595191,854.657530985,543.054658015,564.812983034,527.27954376,843.871166166,1387.27635307,1534.08864835
1008.6058274,347.482612958,49.0457246274,1515.94183643,37.0926767821,120.778484221,1077.64247855,1310.90297868,120.528265635,1368.62800323,1408.63198875,704.079280705,0,606.864632749,923.102279473,1227.77394478,245.927231369,1674.61491749,341.188271748,367.5931592,556.06627809,585.416712636,558.866738815,571.464006003,552.944483485,79.5550845794,31.2065365977,500.231118524,576.158653972,45.4280153886,593.399669422,19.5301470856,621.428567467,95.8126995803,120.919037344,171.083159562,209.476615095,901.088946129,827.52482128,241.096003989,243.031908838,1121.01453281,253.54793431,1277.53362588,253.258581309,1330.28226264,200.987412903,1051.4663103,318.585627588,1456.9845501,2070.56389941,2246.90673003
